Model,Fold,Metric,Split,Score
LS,18,RMSE,SecondFit_Train,0.2982160070629807
LS,18,Rsquared,SecondFit_Train,0.9697911209679576
LS,18,RMSE,SecondFit_Test,0.5474179867588047
LS,18,Rsquared,SecondFit_Test,0.8766636314380251
LS,19,RMSE,FirstFit_Train,0.29776857057037404
LS,19,Rsquared,FirstFit_Train,0.9694433322046108
LS,19,RMSE,FirstFit_Test,0.7420418738128024
LS,19,Rsquared,FirstFit_Test,0.8309658191714073
LS,19,RMSE,SecondFit_Train,0.29776857057037404
LS,19,Rsquared,SecondFit_Train,0.9694433322046108
LS,19,RMSE,SecondFit_Test,0.7420418738128024
LS,19,Rsquared,SecondFit_Test,0.8309658191714073
