Model,Fold,Metric,Split,Score
LSwFW_ones,18,RMSE,FirstFit_Train,0.21660856515162286
LSwFW_ones,18,Rsquared,FirstFit_Train,0.9840623619631834
LSwFW_ones,18,RMSE,FirstFit_Test,0.5522837582818219
LSwFW_ones,18,Rsquared,FirstFit_Test,0.8744613153187033
LSwFW_ones,18,RMSE,SecondFit_Train,0.21660856515162286
LSwFW_ones,18,Rsquared,SecondFit_Train,0.9840623619631834
LSwFW_ones,18,RMSE,SecondFit_Test,0.5522837582818219
LSwFW_ones,18,Rsquared,SecondFit_Test,0.8744613153187033
LSwFW_ones,19,RMSE,FirstFit_Train,0.5540697528116455
LSwFW_ones,19,Rsquared,FirstFit_Train,0.8942020713597256
LSwFW_ones,19,RMSE,FirstFit_Test,0.6972890336186854
LSwFW_ones,19,Rsquared,FirstFit_Test,0.8507400208979632
LSwFW_ones,19,RMSE,SecondFit_Train,0.5540697528116455
LSwFW_ones,19,Rsquared,SecondFit_Train,0.8942020713597256
LSwFW_ones,19,RMSE,SecondFit_Test,0.6972890336186854
LSwFW_ones,19,Rsquared,SecondFit_Test,0.8507400208979632
